FLY524_P2_ul,FLY524_P1_ul,FLY524_P2_dl,FLY524_P1_dl,FLY526_P2_ul,FLY526_P1_ul,FLY526_P2_dl,FLY526_P1_dl
37.26434326,38.90161133,18.05303955,28.36962891,14.33880615,11.28613281,15.02160645,17.86230469
37.16088867,41.81201172,19.66381836,27.15441895,15.22851563,14.99633789,11.42138672,15.640625
36.97467041,40.94555664,18.21759033,27.81726074,14.64916992,9.153320313,14.00775146,15.79614258
37.61608887,40.21240234,34.2677002,28.36962891,13.51116943,9.131103516,16.13891602,13.79663086
38.00921631,42.23413086,33.21228027,28.56848145,11.21447754,10.04199219,18.37353516,11.01953125
37.42987061,41.07885742,28.54315186,27.2869873,13.78015137,9.331054688,11.13171387,13.66333008
37.84368896,43.27832031,27.06219482,28.06030273,13.0145874,9.308837891,11.64898682,16.55151367
29.1328125,42.30078125,24.76489258,28.34753418,12.14556885,9.264404297,12.64215088,15.41845703
27.93273926,36.70214844,32.73919678,28.83361816,12.89044189,10.04199219,19.30462646,13.4855957
32.11230469,44.94458008,28.21405029,28.98828125,14.15258789,8.486816406,13.42840576,13.70776367
31.47088623,40.81225586,32.47180176,29.18713379,12.80767822,9.286621094,19.15979004,15.01855469
31.07775879,39.0793457,26.41040039,29.51855469,10.73858643,8.375732422,20.52539063,15.72949219
28.20172119,40.83447266,30.18865967,28.83361816,10.90411377,8.309082031,22.96691895,15.06298828
31.01568604,37.34643555,31.40222168,29.14294434,10.92480469,7.8203125,22.38757324,15.70727539
27.02233887,42.23413086,31.40222168,30.07092285,8.669494629,8.797851563,25.26361084,18.43994141
31.36743164,43.70043945,30.00994873,28.63476563,8.234985352,8.975585938,24.37390137,19.30639648
31.88470459,41.98974609,30.45605469,29.18713379,8.690185547,8.797851563,21.47717285,17.41796875
31.80194092,44.83349609,30.08581543,29.12084961,6.952148438,8.064697266,20.52539063,18.43994141
31.26397705,35.72460938,33.21228027,29.29760742,8.462585449,8.242431641,20.93920898,17.26245117
30.37426758,20.30615234,27.95306396,28.45800781,12.80767822,8.17578125,25.38775635,15.84057617
26.7119751,34.16943359,32.24554443,28.23706055,19.03564453,8.242431641,26.46368408,14.17431641
25.82226563,43.63378906,34.22015381,28.7010498,22.8013916,8.664550781,27.02233887,12.46362305
31.40881348,43.3449707,44.11376953,29.62902832,22.51171875,8.753417969,26.62921143,13.84106445
30.60186768,41.18994141,47.15795898,28.81152344,23.2565918,9.730957031,26.15332031,13.04125977
31.84332275,43.41162109,42.50939941,28.78942871,23.15313721,10.10864258,25.51190186,13.92993164
29.79492188,40.85668945,41.68664551,28.83361816,23.00830078,8.486816406,24.27044678,14.2409668
30.78808594,43.01171875,37.3260498,29.71740723,22.84277344,8.442382813,24.24975586,11.3972168
31.78125,42.78955078,36.0713501,29.01037598,23.36004639,8.597900391,25.222229,10.90844727
31.28466797,43.70043945,30.8057251,29.67321777,21.66339111,8.731201172,24.37390137,14.1965332
31.47088623,44.36694336,38.04595947,29.25341797,20.19433594,8.908935547,23.69110107,19.37304688
31.45019531,45.10009766,46.02667236,28.67895508,19.94604492,8.509033203,23.79455566,18.39550781
31.34674072,44.63354492,39.0949707,29.07666016,20.35986328,9.064453125,19.96673584,18.97314453
31.59503174,44.32250977,42.81793213,29.25341797,18.18731689,9.175537109,18.95288086,17.86230469
30.62255859,45.01123047,43.51727295,30.57910156,23.04968262,9.886474609,13.6973877,12.57470703
32.54681396,41.67871094,59.32830811,29.6953125,23.07037354,9.686523438,16.80102539,15.46289063
31.47088623,40.61230469,71.6696167,30.66748047,22.26342773,9.086669922,14.48364258,14.79638672
31.92608643,42.41186523,47.425354,27.48583984,28.59484863,7.864746094,14.13189697,15.72949219
31.78125,42.74511719,48.83044434,30.20349121,30.35357666,8.242431641,7.324584961,14.21875
31.86401367,44.58911133,31.26464844,22.40405273,31.47088623,8.042480469,7.014221191,13.68554688
31.24328613,44.58911133,34.33074951,27.1986084,33.27099609,8.064697266,4.593383789,16.17382813
31.69848633,44.96679688,41.91290283,31.30822754,33.00201416,7.731445313,19.71844482,16.24047852
31.61572266,44.21142578,54.9329834,30.09301758,33.1675415,7.886962891,30.41564941,11.10839844
31.65710449,44.85571289,53.61657715,30.22558594,23.71179199,8.042480469,25.34637451,18.484375
31.53295898,43.98925781,54.04211426,28.36962891,22.78070068,7.598144531,31.24328613,18.99536133
31.51226807,44.85571289,43.14703369,36.19116211,23.21520996,7.687011719,31.53295898,22.32788086
31.65710449,43.90039063,49.46166992,32.92114258,22.98760986,7.420410156,28.16033936,26.19360352
31.84332275,44.7890625,56.53735352,27.39746094,23.15313721,6.909423828,34.49176025,27.21557617
31.86401367,41.30102539,53.03424072,18.13977051,22.94622803,6.598388672,35.50561523,25.90478516
31.42950439,36.70214844,45.265625,10.20776367,23.00830078,6.242919922,38.21612549,21.57250977
31.82263184,34.125,42.38598633,16.88037109,23.15313721,6.820556641,38.31958008,20.41723633
31.26397705,35.74682617,38.31335449,11.86486816,23.15313721,6.709472656,35.73321533,21.99462891
31.78125,37.39086914,38.14880371,15.53259277,23.15313721,5.976318359,36.25048828,24.50512695
31.69848633,34.34716797,31.99871826,11.6439209,23.2565918,7.064941406,35.27801514,16.10717773
30.72601318,36.01342773,30.93554688,8.594848633,22.92553711,7.842529297,34.26416016,19.59521484
32.3605957,33.83618164,33.17114258,11.93115234,23.2565918,9.308837891,35.4642334,20.21728516
30.72601318,37.7019043,30.25036621,4.396850586,22.94622803,9.197753906,36.18841553,19.95068359
35.83666992,37.59082031,28.83111572,12.24047852,22.90484619,8.331298828,32.46405029,19.68408203
36.4987793,39.63476563,30.66174316,10.51708984,22.98760986,7.953613281,20.79437256,20.57275391
35.79528809,37.01318359,27.56225586,7.224975586,22.51171875,8.486816406,26.58782959,18.86206055
37.01605225,39.25708008,27.12390137,5.72253418,22.90484619,9.642089844,31.53295898,16.95141602
38.02990723,39.85693359,24.06555176,3.778198242,23.27728271,8.420166016,28.63623047,17.66235352
22.59448242,38.21289063,19.57513428,6.495849609,23.36004639,8.975585938,24.78771973,20.06176758
37.03674316,40.92333984,17.75091553,9.368164063,23.36004639,7.709228516,23.36004639,18.23999023
37.98852539,40.16796875,26.38342285,7.247070313,23.17382813,8.353515625,24.37390137,15.57397461
34.2020874,37.94628906,21.36462402,7.335449219,23.23590088,8.620117188,20.35986328,16.3293457
35.73321533,39.56811523,15.796875,9.19140625,22.71862793,8.975585938,20.23571777,19.08422852
37.55401611,40.41235352,16.76361084,5.103881836,23.31866455,8.864501953,17.87695313,14.9519043
37.86437988,39.1015625,22.24908447,2.452514648,23.21520996,8.597900391,20.07019043,20.70605469
37.24365234,38.16845703,17.83319092,1.259399414,22.94622803,7.509277344,18.95288086,18.63989258
38.00921631,39.36816406,14.20666504,2.562988281,22.67724609,8.042480469,25.40844727,20.21728516
35.77459717,41.41210938,15.67346191,2.143188477,23.09106445,8.53125,23.69110107,21.72802734
29.85699463,42.61181641,21.42633057,2.342041016,22.11859131,8.731201172,26.2567749,21.77246094
31.36743164,37.43530273,25.69049072,6.252807617,23.98077393,8.775634766,15.49749756,23.21655273
31.3260498,38.27954102,18.79351807,8.992553711,23.3807373,9.397705078,16.3458252,22.39453125
31.34674072,41.01220703,19.91064453,7.578491211,23.0289917,8.931152344,17.58728027,24.21630859
31.88470459,37.27978516,16.46923828,9.83215332,22.82208252,9.797607422,15.86993408,24.1940918
31.80194092,39.85693359,17.60693359,12.3951416,22.92553711,10.01977539,15.45611572,22.55004883
31.86401367,40.83447266,17.80621338,13.63244629,22.82208252,9.619873047,12.72491455,20.70605469
31.24328613,40.19018555,14.76843262,14.98022461,23.36004639,9.531005859,15.14575195,19.10644531
31.24328613,43.54492188,15.69403076,14.62670898,22.49102783,9.042236328,16.75964355,15.86279297
31.01568604,44.25585938,23.44207764,13.61035156,21.91168213,8.753417969,9.248840332,12.95239258
30.68463135,43.96704102,24.77905273,7.733154297,20.52539063,8.242431641,18.91149902,15.84057617
32.25714111,39.63476563,23.61303711,9.942626953,20.07019043,8.264648438,16.59411621,14.10766602
33.58135986,39.03491211,13.69244385,13.16845703,20.31848145,9.108886719,19.44946289,18.63989258
37.86437988,39.99023438,18.01831055,16.94665527,22.92553711,9.2421875,26.31884766,19.52856445
36.4987793,42.61181641,19.25244141,17.9630127,23.29797363,9.442138672,25.73950195,21.01708984
38.00921631,42.96728516,20.85040283,16.96875,23.29797363,8.086914063,13.94567871,20.35058594
36.78845215,44.21142578,25.12872314,14.00805664,22.90484619,8.753417969,6.021057129,19.03979492
37.05743408,43.3671875,20.40429688,11.6439209,21.53924561,8.53125,9.352294922,18.68432617
37.26434326,40.14575195,22.63989258,11.04736328,23.13244629,9.375488281,5.462402344,20.35058594
38.00921631,41.45654297,25.32025146,10.36242676,21.49786377,8.686767578,8.317749023,12.88574219
37.40917969,41.43432617,20.78869629,10.42871094,23.3807373,8.353515625,12.6628418,14.08544922
38.00921631,42.07861328,17.77148438,10.09729004,23.19451904,5.776367188,10.55236816,14.59643555
37.98852539,40.39013672,24.65563965,9.368164063,23.36004639,3.021484375,17.75280762,14.9074707
37.96783447,41.98974609,24.61450195,10.71594238,23.33935547,6.75390625,13.88360596,13.70776367
36.74707031,43.07836914,24.02441406,16.08496094,23.36004639,2.221679688,20.62884521,12.61914063
37.3057251,40.19018555,30.00354004,17.56530762,32.11230469,5.598632813,17.38037109,16.30712891
38.00921631,41.12329102,32.80090332,21.56445313,42.87158203,5.865234375,12.49731445,15.86279297
37.94714355,43.72265625,25.13513184,24.10534668,39.2713623,2.48828125,8.276367188,19.46191406
38.05059814,39.92358398,24.98474121,20.34924316,24.39459229,2.710449219,12.2076416,17.95117188
37.80230713,41.9675293,22.50231934,18.91308594,15.06298828,2.599365234,19.07702637,17.92895508
37.61608887,41.9675293,36.21533203,18.64794922,23.48419189,4.754394531,16.59411621,14.97412109
38.02990723,39.94580078,38.2310791,19.39916992,27.22924805,5.6875,12.89044189,11.88598633
37.82299805,39.41259766,49.47583008,19.88525391,27.53961182,7.598144531,15.0836792,12.24145508
37.09881592,42.23413086,37.16149902,19.97363281,29.83630371,8.708984375,19.28393555,16.90698242
34.63659668,42.65625,46.1706543,15.20117188,29.21557617,4.887695313,17.56658936,17.81787109
31.65710449,44.23364258,52.03277588,13.52197266,30.76739502,7.442626953,18.35284424,18.90649414
31.57434082,44.30029297,69.22833252,18.51538086,27.16717529,7.864746094,22.42895508,16.79589844
31.34674072,41.85644531,49.54394531,22.69128418,33.37445068,8.353515625,21.00128174,16.01831055
31.47088623,39.87915039,56.88769531,21.25512695,31.92608643,8.997802734,19.32531738,17.86230469
31.78125,35.5246582,73.80102539,16.48266602,28.13964844,4.865478516,20.27709961,17.64013672
31.38812256,39.56811523,70.16033936,9.147216797,29.7121582,2.421630859,21.31164551,17.99560547
31.84332275,39.19042969,62.57043457,7.534301758,29.91906738,4.554443359,15.02160645,14.06323242
31.51226807,37.01318359,53.66412354,15.62097168,28.61553955,6.065185547,18.87011719,19.95068359
31.73986816,37.85742188,44.16131592,21.98425293,28.3258667,7.331542969,20.09088135,20.30615234
31.76055908,40.30126953,37.7232666,22.55871582,29.42248535,3.19921875,21.02197266,19.1730957
31.53295898,36.70214844,51.42211914,21.56445313,28.96728516,2.954833984,16.9251709,20.28393555
31.84332275,42.03417969,51.42211914,22.22729492,27.04302979,4.687744141,19.05633545,21.66137695
31.34674072,42.05639648,58.04528809,21.71911621,21.27026367,5.220947266,16.82171631,22.08349609
31.34674072,40.36791992,47.84313965,20.48181152,13.90429688,5.443115234,13.34564209,18.86206055
31.47088623,36.2578125,36.16003418,18.0513916,12.7869873,10.57519531,16.51135254,17.92895508
31.63641357,36.96875,49.1595459,14.140625,10.20062256,8.331298828,13.88360596,18.57324219
31.88470459,39.74584961,65.12097168,11.55554199,11.02825928,8.109130859,10.34545898,15.57397461
31.78125,39.90136719,46.58843994,10.51708984,10.26269531,8.997802734,12.14556885,17.19580078
31.78125,39.27929688,33.42437744,11.99743652,9.807495117,8.597900391,14.23535156,15.92944336
30.41564941,41.45654297,35.31671143,14.20690918,11.42138672,8.597900391,30.3949585,12.95239258
32.17437744,42.52294922,33.3215332,16.90246582,17.35968018,5.998535156,29.87768555,13.28564453
31.45019531,40.23461914,32.56048584,16.52685547,19.49084473,6.465087891,30.43634033,14.04101563
31.3260498,41.32324219,39.67730713,12.15209961,19.38739014,6.509521484,25.59466553,13.5078125
31.09844971,38.30175781,44.38757324,11.66601563,19.88397217,7.575927734,21.74615479,14.17431641
31.90539551,39.54589844,50.37310791,19.97363281,17.81488037,5.198730469,18.5390625,11.375
31.26397705,39.56811523,50.64050293,23.55297852,17.58728027,4.132324219,13.13873291,12.70800781
31.59503174,37.05761719,49.81774902,10.45080566,17.98040771,9.664306641,13.8215332,15.72949219
31.84332275,41.54541016,42.5980835,14.22900391,17.25622559,2.710449219,19.28393555,19.66186523
31.80194092,44.30029297,42.45410156,23.53088379,16.49066162,9.997558594,22.01513672,18.23999023
31.3260498,42.58959961,40.56176758,11.99743652,19.94604492,2.466064453,22.96691895,16.30712891
31.45019531,39.85693359,29.70141602,16.10705566,20.11157227,4.287841797,20.75299072,20.21728516
31.86401367,36.90209961,26.82177734,11.79858398,17.98040771,8.464599609,23.33935547,19.06201172
31.47088623,35.96899414,37.10620117,10.69384766,19.67706299,1.110839844,18.12524414,18.95092773
31.63641357,39.76806641,40.58233643,8.307617188,18.97357178,4.376708984,23.52557373,17.61791992
31.90539551,38.07958984,42.00158691,9.301879883,18.55975342,1.888427734,24.89117432,17.92895508
31.61572266,37.43530273,44.40814209,9.301879883,17.56658936,1.755126953,27.68444824,15.44067383
33.37445068,41.9675293,43.17401123,8.616943359,16.59411621,3.421386719,25.38775635,12.04150391
32.42266846,42.03417969,39.38934326,5.457397461,15.95269775,3.643554688,22.09790039,13.86328125
30.87084961,37.72412109,47.12322998,9.036743164,16.55273438,1.866210938,16.44927979,15.84057617
32.21575928,40.25683594,48.39849854,8.793701172,15.41473389,7.242675781,13.49047852,16.72924805
31.73986816,39.85693359,46.83526611,6.186523438,14.73193359,8.17578125,12.18695068,16.52929688
31.86401367,41.56762695,45.00463867,7.247070313,16.65618896,3.932373047,21.33233643,17.30688477
31.84332275,37.19091797,41.93988037,6.783081055,15.3112793,4.087890625,29.33972168,16.21826172
31.84332275,35.23583984,43.68823242,5.899291992,13.92498779,8.686767578,26.64990234,15.32958984
31.49157715,38.03515625,29.98937988,6.164428711,12.2076416,5.154296875,34.59521484,20.17285156
31.82263184,39.99023438,18.55310059,6.517944336,11.35931396,5.220947266,29.79492188,18.08447266
31.90539551,38.85717773,26.10186768,6.540039063,10.49029541,4.443359375,28.98797607,19.03979492
31.80194092,41.54541016,38.75170898,7.048217773,8.855712891,4.798828125,27.0637207,17.32910156
31.84332275,37.81298828,35.15216064,7.202880859,8.131530762,5.287597656,34.24346924,17.55126953
31.90539551,38.56835938,33.3215332,10.82641602,7.655639648,7.042724609,35.85736084,18.57324219
31.80194092,41.65649414,41.2199707,10.40661621,5.669311523,7.753662109,36.20910645,20.10620117
31.45019531,40.5012207,46.67071533,7.755249023,5.586547852,3.399169922,35.42285156,21.19482422
31.03637695,41.76757813,46.79412842,8.329711914,6.662475586,7.309326172,36.58154297,24.54956055
31.90539551,39.30151367,46.15649414,10.60546875,7.469421387,10.59741211,28.9052124,22.48339844
31.59503174,34.96923828,39.84185791,9.986816406,9.186767578,2.354980469,21.43579102,21.81689453
30.31219482,41.18994141,31.57318115,8.749511719,11.29724121,2.354980469,31.01568604,9.508789063
32.42266846,38.45727539,34.92590332,9.080932617,11.48345947,5.887451172,34.6572876,16.90698242
31.71917725,36.01342773,35.76922607,9.390258789,12.82836914,5.709716797,31.49157715,15.35180664
31.80194092,35.81347656,34.16485596,12.96960449,14.58709717,8.309082031,27.5189209,19.26196289
30.49841309,37.25756836,28.17932129,9.036743164,15.49749756,2.155029297,35.21594238,23.88305664
32.83648682,35.36914063,29.16662598,8.197143555,16.18029785,1.821777344,34.96765137,20.90600586
31.88470459,39.1237793,32.37536621,13.43359375,16.73895264,2.932617188,34.98834229,20.06176758
31.49157715,39.25708008,31.67602539,17.67578125,15.890625,8.997802734,36.66430664,21.39477539
30.31219482,38.50170898,28.28216553,17.54321289,16.90447998,2.443847656,35.77459717,20.21728516
32.65026855,35.28027344,16.43450928,17.14550781,19.13909912,15.26293945,33.41583252,20.95043945
31.61572266,36.9909668,11.02490234,16.37219238,20.1529541,9.308837891,35.98150635,22.92773438
31.71917725,37.76855469,14.11022949,12.48352051,18.00109863,9.042236328,36.16772461,24.97167969
31.47088623,28.77075195,22.76971436,12.88122559,18.41491699,9.219970703,36.87121582,20.46166992
31.84332275,3.138015747,27.15087891,13.25683594,21.20819092,10.10864258,34.38830566,21.66137695
31.96746826,9.368164063,30.27734375,12.3067627,19.09771729,9.508789063,34.86419678,15.01855469
31.80194092,12.01953125,31.98455811,8.197143555,19.13909912,9.864257813,32.85717773,13.08569336
31.76055908,12.66027832,29.18719482,6.959838867,21.47717285,8.820068359,35.25732422,22.70556641
31.73986816,13.41149902,25.83447266,8.55065918,20.09088135,9.219970703,35.2366333,22.55004883
31.86401367,13.12426758,24.86773682,8.661132813,20.62884521,9.508789063,35.19525146,22.43896484
31.3260498,3.623535156,23.03710938,7.092407227,19.18048096,9.464355469,33.1675415,23.88305664
31.63641357,19.2845459,20.30145264,7.666870117,17.60797119,9.642089844,36.70568848,23.4387207
12.12487793,41.83422852,26.59552002,8.594848633,19.05633545,9.508789063,31.3260498,22.30566406
7.467056274,43.01171875,32.62219238,11.6439209,17.85626221,9.953125,29.87768555,19.66186523
38.27862549,42.96728516,34.34997559,13.23474121,18.10455322,9.930908203,26.81542969,20.92822266
42.0838623,41.12329102,37.45587158,10.62756348,17.04931641,9.864257813,33.35375977,20.08398438
43.27685547,41.9230957,44.09960938,12.61608887,17.23553467,9.442138672,32.19506836,22.30566406
44.36700439,44.67797852,45.25146484,12.77075195,16.4699707,9.042236328,36.68499756,21.48364258
43.70880127,44.54467773,38.5871582,12.17419434,15.84924316,8.708984375,37.09881592,22.0168457
43.66766357,44.16699219,36.13946533,12.35095215,13.78015137,7.975830078,36.45739746,22.39453125
41.87817383,42.32299805,28.65240479,9.810058594,12.6628418,7.331542969,31.42950439,21.12817383
41.83703613,44.65576172,33.19812012,7.71105957,11.93865967,8.553466797,34.94696045,20.52832031
39.90356445,42.94506836,28.01477051,9.169311523,10.69720459,8.042480469,34.69866943,18.15112305
43.66766357,41.32324219,31.07952881,4.087524414,11.54553223,7.753662109,34.57452393,19.83959961
13.39031982,41.78979492,28.5289917,6.805175781,9.57989502,8.620117188,34.96765137,20.26171875
16.63586426,42.81176758,31.98455811,3.977050781,9.248840332,9.953125,35.07110596,19.08422852
30.14666748,42.16748047,34.53509521,7.77734375,8.772949219,8.620117188,35.83666992,16.39599609
30.82946777,43.92260742,35.50183105,6.849365234,7.345275879,8.842285156,35.67114258,13.08569336
31.59503174,42.70068359,34.49395752,6.164428711,11.25585938,10.13085938,35.36077881,18.66210938
31.24328613,38.99047852,33.91802979,6.849365234,22.40826416,9.175537109,34.57452393,18.21777344
31.65710449,44.61132813,41.77532959,9.058837891,16.67687988,9.664306641,36.29187012,18.35107422
31.59503174,44.85571289,39.88299561,10.05310059,22.92553711,8.753417969,34.96765137,18.32885742
31.45019531,42.01196289,34.1854248,10.27404785,23.17382813,10.01977539,36.54016113,10.95288086
31.09844971,39.72363281,29.20776367,8.219238281,23.00830078,9.642089844,34.14001465,8.442382813
31.26397705,43.87817383,32.10797119,8.616943359,23.33935547,9.264404297,34.92626953,8.931152344
31.57434082,41.87866211,31.14123535,9.25769043,22.98760986,9.908691406,34.28485107,13.5078125
31.86401367,40.81225586,30.2979126,9.103027344,23.13244629,9.397705078,35.89874268,12.30810547
31.84332275,40.01245117,28.98150635,19.00146484,22.36688232,8.264648438,34.80212402,14.37426758
31.40881348,41.14550781,23.51019287,21.6307373,23.85662842,9.042236328,35.0090332,14.04101563
31.26397705,42.52294922,24.88830566,21.67492676,23.04968262,9.308837891,37.14019775,13.35229492
31.84332275,39.70141602,25.8550415,23.33203125,23.17382813,8.931152344,34.94696045,13.81884766
31.2019043,42.54516602,23.28393555,23.39831543,22.98760986,9.264404297,36.18841553,13.13012695
31.84332275,44.12255859,25.25854492,24.41467285,23.27728271,9.020019531,35.4642334,13.70776367
31.82263184,42.41186523,29.08435059,25.7845459,23.2565918,8.731201172,35.19525146,18.15112305
31.45019531,40.07910156,39.69787598,25.21008301,23.36004639,7.331542969,35.02972412,22.39453125
31.82263184,42.32299805,25.54650879,23.6192627,23.36004639,8.553466797,35.48492432,17.81787109
31.84332275,43.50048828,21.32989502,20.48181152,23.36004639,4.465576172,34.80212402,20.35058594
31.84332275,43.96704102,21.59729004,21.49816895,23.36004639,4.065673828,35.11248779,18.97314453
31.47088623,39.05712891,16.08483887,22.38195801,22.96691895,8.375732422,33.99517822,24.26074219
31.84332275,41.30102539,10.07873535,22.47033691,23.27728271,7.131591797,38.00921631,22.68334961
31.42950439,42.45629883,11.8270874,19.64221191,22.2220459,5.132080078,34.74005127,25.63818359
31.26397705,33.52514648,12.71154785,15.73144531,23.04968262,6.642822266,34.05725098,25.92700195
35.48492432,38.01293945,11.78594971,15.84191895,23.13244629,5.820800781,35.77459717,22.10571289
38.83685303,37.36865234,7.466491699,12.10791016,22.51171875,8.420166016,35.65045166,19.48413086
37.55401611,40.25683594,17.42181396,12.15209961,17.60797119,6.531738281,34.80212402,18.484375
37.67816162,37.25756836,17.75091553,11.15783691,14.31811523,8.331298828,34.26416016,7.109375
31.96746826,35.61352539,13.637146,10.16357422,16.71826172,8.842285156,35.40216064,9.553222656
32.33990479,36.10229492,12.09448242,11.51135254,17.00793457,8.553466797,35.17456055,12.01928711
31.53295898,41.83422852,11.99163818,9.036743164,16.42858887,8.820068359,34.67797852,14.17431641
31.71917725,37.56860352,29.84539795,6.738891602,11.71105957,8.775634766,35.09179688,15.81835938
30.70532227,37.47973633,37.16790771,11.86486816,6.869384766,8.620117188,33.95379639,17.70678711
31.71917725,37.43530273,37.41473389,7.512207031,10.42822266,8.731201172,36.41601563,20.68383789
30.14666748,39.52368164,32.16967773,8.152954102,14.31811523,6.687255859,35.54699707,16.3737793
31.34674072,41.07885742,21.84411621,13.65454102,18.9942627,8.908935547,36.80914307,12.37475586
28.80175781,36.36889648,28.98150635,13.27893066,15.93200684,8.731201172,38.05059814,13.21899414
31.36743164,42.70068359,26.16357422,9.743774414,12.64215088,9.086669922,36.12634277,13.24121094
31.18121338,41.30102539,23.16052246,11.62182617,9.145385742,9.2421875,36.06427002,16.66259766
31.61572266,36.05786133,24.95001221,9.036743164,7.9453125,8.931152344,34.8848877,16.84033203
30.31219482,36.52441406,30.93554688,11.09155273,10.53167725,9.153320313,34.26416016,19.66186523
31.88470459,39.39038086,36.32458496,12.15209961,10.90411377,9.353271484,34.71936035,18.61767578
30.95361328,39.23486328,37.7644043,7.224975586,30.12597656,8.88671875,37.49194336,18.81762695
31.47088623,39.72363281,31.01782227,7.445922852,29.79492188,9.286621094,36.87121582,10.99731445
31.26397705,43.07836914,28.81695557,9.390258789,16.88378906,8.931152344,36.51947021,12.44140625
31.16052246,39.14599609,24.06555176,9.412353516,10.44891357,9.131103516,36.54016113,15.75170898
31.51226807,40.27905273,24.20953369,8.373901367,9.931640625,8.753417969,35.71252441,15.79614258
31.90539551,40.98999023,22.06677246,9.279785156,7.717712402,9.153320313,35.96081543,13.90771484
31.71917725,42.45629883,23.36621094,15.09069824,12.55938721,9.353271484,37.59539795,13.26342773
31.90539551,41.54541016,19.82196045,14.51623535,19.18048096,9.264404297,36.54016113,12.59692383
31.38812256,40.90112305,23.83929443,15.24536133,8.897094727,8.109130859,44.4440918,9.419921875
31.63641357,42.54516602,19.53399658,14.33947754,11.66967773,8.575683594,47.69256592,11.75268555
31.47088623,42.50073242,18.28570557,14.86975098,12.37316895,9.042236328,47.65118408,12.796875
22.03582764,41.30102539,13.91870117,15.66516113,8.400512695,9.508789063,48.35467529,14.9296875
32.75372314,42.81176758,19.31414795,8.219238281,12.39385986,8.53125,48.78918457,16.72924805
31.5536499,38.25732422,22.10510254,9.147216797,7.572875977,7.46484375,50.0927124,15.06298828
31.16052246,38.70166016,27.95306396,7.71105957,5.896911621,8.331298828,46.12005615,9.664306641
37.16088867,41.50097656,32.36895752,7.202880859,7.986694336,8.331298828,45.23034668,11.75268555
37.40917969,41.61206055,35.72167969,7.158691406,7.572875977,9.153320313,49.26507568,11.46386719
37.38848877,43.65600586,30.70288086,8.395996094,7.055603027,8.88671875,46.55456543,6.265136719
37.26434326,42.18969727,27.78851318,8.241333008,15.53887939,8.686767578,45.33380127,10.35302734
33.9744873,37.56860352,28.33746338,10.27404785,15.74578857,8.88671875,44.81652832,9.59765625
37.55401611,38.390625,27.35015869,9.677490234,23.33935547,7.731445313,6.745239258,13.97436523
37.5333252,40.21240234,25.93731689,9.235595703,13.0145874,7.620361328,0.206253052,10.97509766
37.26434326,39.61254883,25.23156738,8.440185547,15.47680664,7.975830078,6.746582031,12.8190918
30.35357666,36.30224609,24.34710693,8.572753906,10.63513184,9.575439453,9.523376465,13.13012695
31.53295898,42.6340332,32.00512695,7.269165039,9.497131348,9.131103516,12.40301514,11.13061523
31.78125,40.92333984,33.08886719,6.407470703,6.103820801,9.730957031,22.29663086,9.464355469
30.49841309,42.76733398,29.69500732,4.816650391,9.641967773,9.397705078,29.68084717,8.353515625
31.76055908,41.58984375,25.82806396,5.766723633,11.0489502,9.397705078,28.46728516,12.66357422
31.86401367,42.10083008,24.68261719,5.369018555,10.46960449,9.59765625,28.0970459,10.53076172
31.71917725,39.94580078,24.07971191,5.457397461,11.35931396,9.753173828,30.97668457,14.12988281
31.71917725,42.07861328,18.59423828,5.634155273,9.393676758,8.509033203,36.36572266,10.6640625
31.84332275,43.43383789,12.00579834,7.622680664,6.227966309,9.642089844,28.01477051,11.08618164
31.84332275,41.45654297,14.41876221,7.180786133,12.16625977,9.375488281,22.07037354,8.086914063
31.84332275,40.43457031,11.97106934,9.036743164,24.72564697,9.108886719,24.92944336,8.064697266
31.84332275,43.56713867,19.98651123,9.544921875,11.21447754,8.88671875,35.41955566,7.8203125
31.84332275,43.90039063,16.35223389,8.440185547,5.338256836,9.642089844,39.78015137,10.30859375
31.84332275,43.16723633,12.70513916,9.169311523,7.676330566,8.553466797,41.46679688,11.28613281
31.84332275,42.21191406,12.17675781,9.699584961,20.02880859,9.086669922,40.64404297,9.842041016
31.86401367,42.12304688,19.43756104,9.19140625,21.89099121,8.375732422,42.49523926,12.0859375
31.84332275,42.18969727,17.35369873,9.346069336,16.1182251,8.331298828,42.0838623,15.50732422
31.84332275,40.43457031,12.690979,9.19140625,11.35931396,5.6875,42.47467041,14.9519043
31.69848633,41.01220703,15.95501709,10.16357422,14.52502441,8.620117188,38.56658936,17.41796875
30.33288574,41.56762695,14.83013916,8.086669922,2.75189209,9.286621094,41.40509033,17.15136719
31.13983154,42.52294922,10.88092041,6.893554688,7.448730469,8.975585938,36.67425537,15.6184082
31.71917725,30.52587891,10.86035156,7.291259766,6.269348145,8.931152344,24.68261719,15.48510742
30.00183105,33.68066406,15.33795166,7.423828125,16.3458252,9.442138672,26.26641846,15.99609375
30.18804932,41.61206055,15.73516846,7.180786133,11.855896,8.842285156,29.80426025,16.15161133
29.23626709,39.50146484,21.54974365,8.285522461,6.993530273,8.375732422,35.76922607,16.44042969
29.67077637,43.30053711,22.91369629,6.981933594,7.117675781,9.286621094,30.91497803,16.12939453
31.63641357,43.92260742,25.35498047,5.987670898,7.428039551,8.908935547,38.83398438,9.553222656
